train_number,sim_date,train_type,train_zone,priority_rank,is_train_period,cur_station_name,next_station_name,cur_stop_seq,cur_delay_minutes,cur_cum_distance_km,distance_remaining_km,cur_scheduled_min,next_scheduled_min,upcoming_dist_km,upcoming_tsr_frac,upcoming_congestion_mean,upcoming_foggy_frac,next_station_zone,target_delay_minutes,hist_avg_delay_by_train,hist_avg_delay_by_type
12222,2026-01-05,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.394,0.0,UNK,12.2,67.37826086956522,56.14782608695653
12222,2026-01-06,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.172,0.0,UNK,29.4,67.37826086956522,56.14782608695653
12222,2026-01-07,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.263,0.0,UNK,21.0,67.37826086956522,56.14782608695653
12222,2026-01-08,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.296,0.0,UNK,17.5,67.37826086956522,56.14782608695653
12222,2026-01-09,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.31,0.0,UNK,9.2,67.37826086956522,56.14782608695653
12222,2026-01-10,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,6.3,0.0,1960.588,0.0,1496.0,2.735,0.0,0.309,0.0,UNK,36.2,67.37826086956522,56.14782608695653
12222,2026-01-11,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.399,0.0,UNK,136.8,67.37826086956522,56.14782608695653
12222,2026-01-12,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.148,0.0,UNK,143.0,67.37826086956522,56.14782608695653
12222,2026-01-13,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.197,0.0,UNK,198.0,67.37826086956522,56.14782608695653
12222,2026-01-14,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.337,0.0,UNK,52.0,67.37826086956522,56.14782608695653
12222,2026-01-15,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.153,0.0,UNK,138.5,67.37826086956522,56.14782608695653
12222,2026-01-16,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.129,0.0,UNK,117.2,67.37826086956522,56.14782608695653
12222,2026-01-17,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.26,0.0,UNK,132.7,67.37826086956522,56.14782608695653
12222,2026-01-18,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,3.8,0.0,1960.588,0.0,1496.0,2.735,0.0,0.139,0.0,UNK,80.0,67.37826086956522,56.14782608695653
12222,2026-01-19,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.327,0.0,UNK,118.9,67.37826086956522,56.14782608695653
12222,2026-01-20,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.042,0.0,UNK,97.0,67.37826086956522,56.14782608695653
12222,2026-01-21,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.384,0.0,UNK,70.4,67.37826086956522,56.14782608695653
12222,2026-01-22,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.125,0.0,UNK,57.9,67.37826086956522,56.14782608695653
12222,2026-01-23,Drnt,SER,3,True,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.114,0.0,UNK,13.2,67.37826086956522,56.14782608695653
12222,2026-01-24,Drnt,SER,3,False,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.268,0.0,UNK,54.3,67.37826086956522,56.14782608695653
12222,2026-01-25,Drnt,SER,3,False,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.191,0.0,UNK,17.2,67.37826086956522,56.14782608695653
12222,2026-01-26,Drnt,SER,3,False,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.067,0.0,UNK,77.9,67.37826086956522,56.14782608695653
12222,2026-01-27,Drnt,SER,3,False,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.158,0.0,UNK,69.9,67.37826086956522,56.14782608695653
12222,2026-01-28,Drnt,SER,3,False,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.092,1.0,UNK,80.3,67.37826086956522,56.14782608695653
12222,2026-01-29,Drnt,SER,3,False,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.114,0.0,UNK,76.0,67.37826086956522,56.14782608695653
12222,2026-01-30,Drnt,SER,3,False,HOWRAH JN,PUNE JN,0,0.0,0.0,1960.588,0.0,1496.0,2.735,0.0,0.06,0.0,UNK,63.3,67.37826086956522,56.14782608695653
12917,2026-01-01,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.35,0.0,UNK,14.4,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,NADIAD JN,ANAND JN,9,14.4,45.528,1006.175,43.0,59.0,7.486,0.0,0.245,1.0,UNK,14.2,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,ANAND JN,VADODARA JN,12,14.2,64.117,987.586,59.0,111.0,7.298,0.0,0.254,0.0,UNK,21.7,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,21.7,99.836,951.867,111.0,179.0,9.452,0.0,0.266,0.0,UNK,28.2,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,GODHRA JN,DAHOD,29,28.2,170.624,881.079,179.0,240.0,4.875,0.0,0.245,0.0,UNK,25.1,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,DAHOD,RATLAM JN,39,25.1,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.01,0.0,UNK,22.0,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,RATLAM JN,KOTA JN,52,22.0,342.742,708.961,337.0,537.0,8.844,0.0,0.211,0.0,UNK,65.3,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,KOTA JN,MATHURA JN,82,65.3,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.232,0.0,UNK,126.8,54.16135265700483,132.20822501120574
12917,2026-01-01,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,126.8,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.387,0.0,UNK,143.5,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.144,0.0,UNK,0.0,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,NADIAD JN,ANAND JN,9,0.0,45.528,1006.175,43.0,59.0,7.486,0.0,0.166,0.0,UNK,0.0,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,ANAND JN,VADODARA JN,12,0.0,64.117,987.586,59.0,111.0,7.298,0.0,0.117,0.0,UNK,22.6,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,22.6,99.836,951.867,111.0,179.0,9.452,0.0,0.315,0.0,UNK,27.5,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,GODHRA JN,DAHOD,29,27.5,170.624,881.079,179.0,240.0,4.875,0.0,0.068,0.0,UNK,43.3,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,DAHOD,RATLAM JN,39,43.3,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.342,0.0,UNK,35.7,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,RATLAM JN,KOTA JN,52,35.7,342.742,708.961,337.0,537.0,8.844,0.0,0.371,0.0,UNK,47.9,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,KOTA JN,MATHURA JN,82,47.9,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.034,0.0,UNK,98.6,54.16135265700483,132.20822501120574
12917,2026-01-02,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,98.6,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.149,0.0,UNK,118.2,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.017,0.0,UNK,4.2,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,NADIAD JN,ANAND JN,9,4.2,45.528,1006.175,43.0,59.0,7.486,0.0,0.189,0.0,UNK,3.5,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,ANAND JN,VADODARA JN,12,3.5,64.117,987.586,59.0,111.0,7.298,0.0,0.141,0.0,UNK,7.8,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,7.8,99.836,951.867,111.0,179.0,9.452,0.0,0.34,0.0,UNK,16.2,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,GODHRA JN,DAHOD,29,16.2,170.624,881.079,179.0,240.0,4.875,0.0,0.021,0.0,UNK,19.2,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,DAHOD,RATLAM JN,39,19.2,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.215,0.0,UNK,37.3,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,RATLAM JN,KOTA JN,52,37.3,342.742,708.961,337.0,537.0,8.844,0.0,0.086,0.0,UNK,78.8,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,KOTA JN,MATHURA JN,82,78.8,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.222,0.0,UNK,108.3,54.16135265700483,132.20822501120574
12917,2026-01-03,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,108.3,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.332,0.0,UNK,99.6,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,8.5,0.0,1051.703,0.0,43.0,9.203,0.0,0.285,0.0,UNK,12.4,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,NADIAD JN,ANAND JN,9,12.4,45.528,1006.175,43.0,59.0,7.486,0.0,0.27,0.0,UNK,19.7,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,ANAND JN,VADODARA JN,12,19.7,64.117,987.586,59.0,111.0,7.298,0.0,0.326,0.0,UNK,29.2,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,29.2,99.836,951.867,111.0,179.0,9.452,0.0,0.781,0.0,UNK,37.3,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,GODHRA JN,DAHOD,29,37.3,170.624,881.079,179.0,240.0,4.875,0.0,0.285,0.0,UNK,34.3,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,DAHOD,RATLAM JN,39,34.3,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.09,0.0,UNK,44.7,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,RATLAM JN,KOTA JN,52,44.7,342.742,708.961,337.0,537.0,8.844,0.0,0.228,0.0,UNK,73.2,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,KOTA JN,MATHURA JN,82,73.2,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.238,0.0,UNK,126.3,54.16135265700483,132.20822501120574
12917,2026-01-04,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,126.3,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.256,0.0,UNK,133.9,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.3,0.0,UNK,5.8,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,NADIAD JN,ANAND JN,9,5.8,45.528,1006.175,43.0,59.0,7.486,0.0,0.166,0.0,UNK,4.1,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,ANAND JN,VADODARA JN,12,4.1,64.117,987.586,59.0,111.0,7.298,0.0,0.209,0.0,UNK,15.0,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,15.0,99.836,951.867,111.0,179.0,9.452,0.0,0.043,0.0,UNK,14.0,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,GODHRA JN,DAHOD,29,14.0,170.624,881.079,179.0,240.0,4.875,0.0,0.745,0.0,UNK,31.9,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,DAHOD,RATLAM JN,39,31.9,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.278,0.0,UNK,46.4,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,RATLAM JN,KOTA JN,52,46.4,342.742,708.961,337.0,537.0,8.844,0.0,0.072,0.0,UNK,77.3,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,KOTA JN,MATHURA JN,82,77.3,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.224,0.0,UNK,138.5,54.16135265700483,132.20822501120574
12917,2026-01-05,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,138.5,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.06,0.0,UNK,138.7,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,16.6,0.0,1051.703,0.0,43.0,9.203,0.0,0.324,0.0,UNK,12.3,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,NADIAD JN,ANAND JN,9,12.3,45.528,1006.175,43.0,59.0,7.486,0.0,0.276,0.0,UNK,11.1,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,ANAND JN,VADODARA JN,12,11.1,64.117,987.586,59.0,111.0,7.298,0.0,0.026,1.0,UNK,5.6,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,5.6,99.836,951.867,111.0,179.0,9.452,0.0,0.156,0.0,UNK,4.9,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,GODHRA JN,DAHOD,29,4.9,170.624,881.079,179.0,240.0,4.875,0.0,0.097,0.0,UNK,9.9,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,DAHOD,RATLAM JN,39,9.9,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.161,0.0,UNK,0.0,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,RATLAM JN,KOTA JN,52,0.0,342.742,708.961,337.0,537.0,8.844,0.0,0.925,0.0,UNK,44.9,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,KOTA JN,MATHURA JN,82,44.9,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.064,0.0,UNK,101.4,54.16135265700483,132.20822501120574
12917,2026-01-06,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,101.4,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.164,0.0,UNK,120.7,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.246,0.0,UNK,6.3,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,NADIAD JN,ANAND JN,9,6.3,45.528,1006.175,43.0,59.0,7.486,0.0,0.034,0.0,UNK,15.5,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,ANAND JN,VADODARA JN,12,15.5,64.117,987.586,59.0,111.0,7.298,0.0,0.169,0.0,UNK,23.5,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,23.5,99.836,951.867,111.0,179.0,9.452,0.0,0.38,0.0,UNK,50.7,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,GODHRA JN,DAHOD,29,50.7,170.624,881.079,179.0,240.0,4.875,0.0,0.037,0.0,UNK,63.2,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,DAHOD,RATLAM JN,39,63.2,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.287,0.0,UNK,65.0,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,RATLAM JN,KOTA JN,52,65.0,342.742,708.961,337.0,537.0,8.844,0.0,0.022,0.0,UNK,72.1,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,KOTA JN,MATHURA JN,82,72.1,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.23,0.0,UNK,140.7,54.16135265700483,132.20822501120574
12917,2026-01-07,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,140.7,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.321,0.0,UNK,163.3,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.284,0.0,UNK,20.7,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,NADIAD JN,ANAND JN,9,20.7,45.528,1006.175,43.0,59.0,7.486,0.0,0.283,0.0,UNK,19.6,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,ANAND JN,VADODARA JN,12,19.6,64.117,987.586,59.0,111.0,7.298,0.0,0.21,0.0,UNK,26.4,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,26.4,99.836,951.867,111.0,179.0,9.452,0.0,0.37,0.0,UNK,26.7,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,GODHRA JN,DAHOD,29,26.7,170.624,881.079,179.0,240.0,4.875,0.0,0.093,0.0,UNK,33.4,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,DAHOD,RATLAM JN,39,33.4,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.941,0.0,UNK,63.8,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,RATLAM JN,KOTA JN,52,63.8,342.742,708.961,337.0,537.0,8.844,0.0,0.368,0.0,UNK,106.6,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,KOTA JN,MATHURA JN,82,106.6,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.17,0.0,UNK,178.0,54.16135265700483,132.20822501120574
12917,2026-01-08,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,178.0,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.261,0.0,UNK,189.0,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.27,1.0,UNK,1.9,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,NADIAD JN,ANAND JN,9,1.9,45.528,1006.175,43.0,59.0,7.486,0.0,0.148,0.0,UNK,0.5,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,ANAND JN,VADODARA JN,12,0.5,64.117,987.586,59.0,111.0,7.298,0.0,0.397,0.0,UNK,0.0,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,0.0,99.836,951.867,111.0,179.0,9.452,0.0,0.189,0.0,UNK,0.0,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,GODHRA JN,DAHOD,29,0.0,170.624,881.079,179.0,240.0,4.875,0.0,0.044,0.0,UNK,18.2,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,DAHOD,RATLAM JN,39,18.2,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.321,0.0,UNK,19.5,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,RATLAM JN,KOTA JN,52,19.5,342.742,708.961,337.0,537.0,8.844,0.0,0.325,0.0,UNK,40.6,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,KOTA JN,MATHURA JN,82,40.6,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.176,0.0,UNK,127.8,54.16135265700483,132.20822501120574
12917,2026-01-09,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,127.8,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.343,0.0,UNK,132.1,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.633,0.0,UNK,3.5,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,NADIAD JN,ANAND JN,9,3.5,45.528,1006.175,43.0,59.0,7.486,0.0,0.157,0.0,UNK,2.5,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,ANAND JN,VADODARA JN,12,2.5,64.117,987.586,59.0,111.0,7.298,0.0,0.129,0.0,UNK,20.6,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,20.6,99.836,951.867,111.0,179.0,9.452,0.0,0.162,0.0,UNK,52.3,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,GODHRA JN,DAHOD,29,52.3,170.624,881.079,179.0,240.0,4.875,0.0,0.267,0.0,UNK,49.6,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,DAHOD,RATLAM JN,39,49.6,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.106,0.0,UNK,58.2,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,RATLAM JN,KOTA JN,52,58.2,342.742,708.961,337.0,537.0,8.844,0.0,0.844,0.0,UNK,61.3,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,KOTA JN,MATHURA JN,82,61.3,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.249,0.0,UNK,160.3,54.16135265700483,132.20822501120574
12917,2026-01-10,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,160.3,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.25,0.0,UNK,188.2,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.277,0.0,UNK,16.8,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,NADIAD JN,ANAND JN,9,16.8,45.528,1006.175,43.0,59.0,7.486,0.0,0.349,0.0,UNK,15.6,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,ANAND JN,VADODARA JN,12,15.6,64.117,987.586,59.0,111.0,7.298,0.0,0.117,0.0,UNK,12.2,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,12.2,99.836,951.867,111.0,179.0,9.452,0.0,0.039,0.0,UNK,9.9,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,GODHRA JN,DAHOD,29,9.9,170.624,881.079,179.0,240.0,4.875,0.0,0.328,1.0,UNK,6.6,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,DAHOD,RATLAM JN,39,6.6,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.074,0.0,UNK,6.1,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,RATLAM JN,KOTA JN,52,6.1,342.742,708.961,337.0,537.0,8.844,0.0,0.051,0.0,UNK,48.2,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,KOTA JN,MATHURA JN,82,48.2,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.017,0.0,UNK,100.0,54.16135265700483,132.20822501120574
12917,2026-01-11,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,100.0,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.222,0.0,UNK,120.8,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.229,0.0,UNK,10.7,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,NADIAD JN,ANAND JN,9,10.7,45.528,1006.175,43.0,59.0,7.486,0.0,0.329,0.0,UNK,9.2,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,ANAND JN,VADODARA JN,12,9.2,64.117,987.586,59.0,111.0,7.298,0.0,0.174,0.0,UNK,16.1,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,VADODARA JN,GODHRA JN,19,16.1,99.836,951.867,111.0,179.0,9.452,0.0,0.199,0.0,UNK,49.6,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,GODHRA JN,DAHOD,29,49.6,170.624,881.079,179.0,240.0,4.875,0.0,0.299,0.0,UNK,50.4,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,DAHOD,RATLAM JN,39,50.4,239.055,812.6479999999999,240.0,337.0,10.288,0.0,0.191,0.0,UNK,56.5,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,RATLAM JN,KOTA JN,52,56.5,342.742,708.961,337.0,537.0,8.844,0.0,0.04,0.0,UNK,52.0,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,KOTA JN,MATHURA JN,82,52.0,600.935,450.76800000000003,537.0,832.0,8.777,0.0,0.044,0.0,UNK,72.2,54.16135265700483,132.20822501120574
12917,2026-01-12,SKr,WR,6,True,MATHURA JN,DELHI H NIZAMUDDIN,121,72.2,918.728,132.97500000000002,832.0,990.0,3.28,0.0,0.014,0.0,UNK,79.2,54.16135265700483,132.20822501120574
12917,2026-01-13,SKr,WR,6,True,AHMEDABAD JN,NADIAD JN,0,0.0,0.0,1051.703,0.0,43.0,9.203,0.0,0.082,0.0,UNK,0.0,54.16135265700483,132.20822501120574
12917,2026-01-13,SKr,WR,6,True,NADIAD JN,ANAND JN,9,0.0,45.528,1006.175,43.0,59.0,7.486,0.0,0.387,0.0,UNK,5.6,54.16135265700483,132.20822501120574
